Sampling rate: 250Hz, SamplingInterval: 4ms
Type, Description, Position, Length, Channel
Pulse Artifact, R, 1144488, 1, ECG
Pulse Artifact, R, 1144712, 1, ECG
Pulse Artifact, R, 1144969, 1, ECG
Pulse Artifact, R, 1145212, 1, ECG
Pulse Artifact, R, 1145454, 1, ECG
Pulse Artifact, R, 1145672, 1, ECG
Pulse Artifact, R, 1145912, 1, ECG
Pulse Artifact, R, 1146176, 1, ECG
Pulse Artifact, R, 1146422, 1, ECG
Pulse Artifact, R, 1146647, 1, ECG
Pulse Artifact, R, 1146882, 1, ECG
Pulse Artifact, R, 1147139, 1, ECG
Pulse Artifact, R, 1147388, 1, ECG
Pulse Artifact, R, 1147619, 1, ECG
Pulse Artifact, R, 1147858, 1, ECG
Pulse Artifact, R, 1148111, 1, ECG
Pulse Artifact, R, 1148359, 1, ECG
Pulse Artifact, R, 1148588, 1, ECG
Pulse Artifact, R, 1148827, 1, ECG
Pulse Artifact, R, 1149074, 1, ECG
Pulse Artifact, R, 1149315, 1, ECG
Pulse Artifact, R, 1149537, 1, ECG
Pulse Artifact, R, 1149760, 1, ECG
Pulse Artifact, R, 1149991, 1, ECG
Pulse Artifact, R, 1150211, 1, ECG
Pulse Artifact, R, 1150418, 1, ECG
Pulse Artifact, R, 1150640, 1, ECG
Pulse Artifact, R, 1150859, 1, ECG
Pulse Artifact, R, 1151060, 1, ECG
Pulse Artifact, R, 1151267, 1, ECG
Pulse Artifact, R, 1151481, 1, ECG
Pulse Artifact, R, 1151682, 1, ECG
Pulse Artifact, R, 1151891, 1, ECG
Pulse Artifact, R, 1152089, 1, ECG
Pulse Artifact, R, 1152293, 1, ECG
Pulse Artifact, R, 1152539, 1, ECG
Pulse Artifact, R, 1152971, 1, ECG
Pulse Artifact, R, 1153195, 1, ECG
Pulse Artifact, R, 1153443, 1, ECG
Pulse Artifact, R, 1153904, 1, ECG
Pulse Artifact, R, 1154150, 1, ECG
Pulse Artifact, R, 1154368, 1, ECG
Pulse Artifact, R, 1154635, 1, ECG
Pulse Artifact, R, 1155106, 1, ECG
Pulse Artifact, R, 1155347, 1, ECG
Pulse Artifact, R, 1155568, 1, ECG
Pulse Artifact, R, 1155809, 1, ECG
Pulse Artifact, R, 1156071, 1, ECG
Pulse Artifact, R, 1156321, 1, ECG
Pulse Artifact, R, 1156547, 1, ECG
Pulse Artifact, R, 1156779, 1, ECG
Pulse Artifact, R, 1157041, 1, ECG
Pulse Artifact, R, 1157294, 1, ECG
Pulse Artifact, R, 1157534, 1, ECG
Pulse Artifact, R, 1157745, 1, ECG
Pulse Artifact, R, 1157976, 1, ECG
Pulse Artifact, R, 1158241, 1, ECG
Pulse Artifact, R, 1158487, 1, ECG
Pulse Artifact, R, 1158709, 1, ECG
Pulse Artifact, R, 1158936, 1, ECG
Pulse Artifact, R, 1159184, 1, ECG
Pulse Artifact, R, 1159433, 1, ECG
Pulse Artifact, R, 1159660, 1, ECG
Pulse Artifact, R, 1159885, 1, ECG
Pulse Artifact, R, 1160156, 1, ECG
Pulse Artifact, R, 1160414, 1, ECG
Pulse Artifact, R, 1160663, 1, ECG
Pulse Artifact, R, 1160885, 1, ECG
Pulse Artifact, R, 1161137, 1, ECG
Pulse Artifact, R, 1161396, 1, ECG
Pulse Artifact, R, 1161622, 1, ECG
Pulse Artifact, R, 1161844, 1, ECG
Pulse Artifact, R, 1162070, 1, ECG
Pulse Artifact, R, 1162339, 1, ECG
Pulse Artifact, R, 1162591, 1, ECG
Pulse Artifact, R, 1162835, 1, ECG
Pulse Artifact, R, 1163062, 1, ECG
Pulse Artifact, R, 1163324, 1, ECG
Pulse Artifact, R, 1163806, 1, ECG
Pulse Artifact, R, 1164044, 1, ECG
Pulse Artifact, R, 1164287, 1, ECG
Pulse Artifact, R, 1164534, 1, ECG
Pulse Artifact, R, 1164769, 1, ECG
Pulse Artifact, R, 1164988, 1, ECG
Pulse Artifact, R, 1165218, 1, ECG
Pulse Artifact, R, 1165456, 1, ECG
Pulse Artifact, R, 1165698, 1, ECG
Pulse Artifact, R, 1165923, 1, ECG
Pulse Artifact, R, 1166193, 1, ECG
Pulse Artifact, R, 1166674, 1, ECG
Pulse Artifact, R, 1166913, 1, ECG
Pulse Artifact, R, 1167170, 1, ECG
Pulse Artifact, R, 1167440, 1, ECG
Pulse Artifact, R, 1167910, 1, ECG
Pulse Artifact, R, 1168156, 1, ECG
Pulse Artifact, R, 1168404, 1, ECG
Pulse Artifact, R, 1168673, 1, ECG
Pulse Artifact, R, 1168906, 1, ECG
Pulse Artifact, R, 1169147, 1, ECG
Pulse Artifact, R, 1169628, 1, ECG
Pulse Artifact, R, 1169885, 1, ECG
Pulse Artifact, R, 1170104, 1, ECG
Pulse Artifact, R, 1170345, 1, ECG
Pulse Artifact, R, 1170598, 1, ECG
Pulse Artifact, R, 1170836, 1, ECG
Pulse Artifact, R, 1171049, 1, ECG
Pulse Artifact, R, 1171261, 1, ECG
Pulse Artifact, R, 1171489, 1, ECG
Pulse Artifact, R, 1171716, 1, ECG
Pulse Artifact, R, 1171922, 1, ECG
Pulse Artifact, R, 1172131, 1, ECG
Pulse Artifact, R, 1172352, 1, ECG
Pulse Artifact, R, 1172579, 1, ECG
Pulse Artifact, R, 1172787, 1, ECG
Pulse Artifact, R, 1172991, 1, ECG
Pulse Artifact, R, 1173196, 1, ECG
Pulse Artifact, R, 1173407, 1, ECG
Pulse Artifact, R, 1173647, 1, ECG
Pulse Artifact, R, 1173890, 1, ECG
Pulse Artifact, R, 1174116, 1, ECG
Pulse Artifact, R, 1174562, 1, ECG
Pulse Artifact, R, 1174847, 1, ECG
Pulse Artifact, R, 1175304, 1, ECG
Pulse Artifact, R, 1175549, 1, ECG
Pulse Artifact, R, 1175819, 1, ECG
Pulse Artifact, R, 1176065, 1, ECG
Pulse Artifact, R, 1176289, 1, ECG
Pulse Artifact, R, 1176507, 1, ECG
Pulse Artifact, R, 1176727, 1, ECG
Pulse Artifact, R, 1176951, 1, ECG
Pulse Artifact, R, 1177209, 1, ECG
Pulse Artifact, R, 1177681, 1, ECG
Pulse Artifact, R, 1177915, 1, ECG
Pulse Artifact, R, 1178140, 1, ECG
Pulse Artifact, R, 1178406, 1, ECG
Pulse Artifact, R, 1178872, 1, ECG
Pulse Artifact, R, 1179115, 1, ECG
Pulse Artifact, R, 1179334, 1, ECG
Pulse Artifact, R, 1179600, 1, ECG
Pulse Artifact, R, 1179854, 1, ECG
Pulse Artifact, R, 1180312, 1, ECG
Pulse Artifact, R, 1180552, 1, ECG
Pulse Artifact, R, 1180802, 1, ECG
Pulse Artifact, R, 1181060, 1, ECG
Pulse Artifact, R, 1181306, 1, ECG
Pulse Artifact, R, 1181538, 1, ECG
Pulse Artifact, R, 1181781, 1, ECG
Pulse Artifact, R, 1182041, 1, ECG
Pulse Artifact, R, 1182517, 1, ECG
Pulse Artifact, R, 1182753, 1, ECG
Pulse Artifact, R, 1182994, 1, ECG
Pulse Artifact, R, 1183239, 1, ECG
Pulse Artifact, R, 1183475, 1, ECG
Pulse Artifact, R, 1183697, 1, ECG
Pulse Artifact, R, 1183971, 1, ECG
Pulse Artifact, R, 1184449, 1, ECG
Pulse Artifact, R, 1184698, 1, ECG
Pulse Artifact, R, 1184922, 1, ECG
Pulse Artifact, R, 1185169, 1, ECG
Pulse Artifact, R, 1185415, 1, ECG
Pulse Artifact, R, 1185641, 1, ECG
Pulse Artifact, R, 1185868, 1, ECG
Pulse Artifact, R, 1186088, 1, ECG
Pulse Artifact, R, 1186333, 1, ECG
Pulse Artifact, R, 1186606, 1, ECG
Pulse Artifact, R, 1187060, 1, ECG
Pulse Artifact, R, 1187312, 1, ECG
Pulse Artifact, R, 1187573, 1, ECG
Pulse Artifact, R, 1187828, 1, ECG
Pulse Artifact, R, 1188060, 1, ECG
Pulse Artifact, R, 1188298, 1, ECG
Pulse Artifact, R, 1188780, 1, ECG
Pulse Artifact, R, 1189033, 1, ECG
Pulse Artifact, R, 1189246, 1, ECG
Pulse Artifact, R, 1189475, 1, ECG
Pulse Artifact, R, 1189729, 1, ECG
Pulse Artifact, R, 1189981, 1, ECG
Pulse Artifact, R, 1190214, 1, ECG
Pulse Artifact, R, 1190694, 1, ECG
Pulse Artifact, R, 1190996, 1, ECG
Pulse Artifact, R, 1191220, 1, ECG
Pulse Artifact, R, 1191484, 1, ECG
Pulse Artifact, R, 1191967, 1, ECG
Pulse Artifact, R, 1192209, 1, ECG
Pulse Artifact, R, 1192461, 1, ECG
Pulse Artifact, R, 1192736, 1, ECG
Pulse Artifact, R, 1192994, 1, ECG
Pulse Artifact, R, 1193226, 1, ECG
Pulse Artifact, R, 1193467, 1, ECG
Pulse Artifact, R, 1193739, 1, ECG
Pulse Artifact, R, 1193991, 1, ECG
Pulse Artifact, R, 1194231, 1, ECG
Pulse Artifact, R, 1194455, 1, ECG
Pulse Artifact, R, 1194713, 1, ECG
Pulse Artifact, R, 1194968, 1, ECG
Pulse Artifact, R, 1195222, 1, ECG
Pulse Artifact, R, 1195456, 1, ECG
Pulse Artifact, R, 1195691, 1, ECG
Pulse Artifact, R, 1195948, 1, ECG
Pulse Artifact, R, 1196197, 1, ECG
Pulse Artifact, R, 1196428, 1, ECG
Pulse Artifact, R, 1196675, 1, ECG
Pulse Artifact, R, 1196941, 1, ECG
Pulse Artifact, R, 1197188, 1, ECG
Pulse Artifact, R, 1197424, 1, ECG
Pulse Artifact, R, 1197671, 1, ECG
Pulse Artifact, R, 1197933, 1, ECG
Pulse Artifact, R, 1198187, 1, ECG
Pulse Artifact, R, 1198421, 1, ECG
Pulse Artifact, R, 1198655, 1, ECG
Pulse Artifact, R, 1198923, 1, ECG
Pulse Artifact, R, 1199170, 1, ECG
Pulse Artifact, R, 1199417, 1, ECG
Pulse Artifact, R, 1199643, 1, ECG
Pulse Artifact, R, 1199888, 1, ECG
Pulse Artifact, R, 1200160, 1, ECG
Pulse Artifact, R, 1200408, 1, ECG
Pulse Artifact, R, 1200641, 1, ECG
Pulse Artifact, R, 1200859, 1, ECG
Pulse Artifact, R, 1201113, 1, ECG
Pulse Artifact, R, 1201370, 1, ECG
Pulse Artifact, R, 1201593, 1, ECG
Pulse Artifact, R, 1201839, 1, ECG
Pulse Artifact, R, 1202113, 1, ECG
Pulse Artifact, R, 1202361, 1, ECG
Pulse Artifact, R, 1202586, 1, ECG
Pulse Artifact, R, 1202835, 1, ECG
Pulse Artifact, R, 1203105, 1, ECG
Pulse Artifact, R, 1203362, 1, ECG
Pulse Artifact, R, 1203589, 1, ECG
Pulse Artifact, R, 1203841, 1, ECG
Pulse Artifact, R, 1204101, 1, ECG
Pulse Artifact, R, 1204354, 1, ECG
Pulse Artifact, R, 1204581, 1, ECG
Pulse Artifact, R, 1204829, 1, ECG
Pulse Artifact, R, 1205093, 1, ECG
Pulse Artifact, R, 1205313, 1, ECG
Pulse Artifact, R, 1205540, 1, ECG
Pulse Artifact, R, 1205752, 1, ECG
Pulse Artifact, R, 1205972, 1, ECG
Pulse Artifact, R, 1206207, 1, ECG
Pulse Artifact, R, 1206414, 1, ECG
Pulse Artifact, R, 1206836, 1, ECG
Pulse Artifact, R, 1207067, 1, ECG
Pulse Artifact, R, 1207273, 1, ECG
Pulse Artifact, R, 1207485, 1, ECG
Pulse Artifact, R, 1208003, 1, ECG
Pulse Artifact, R, 1208245, 1, ECG
Pulse Artifact, R, 1208474, 1, ECG
Pulse Artifact, R, 1208745, 1, ECG
Pulse Artifact, R, 1209220, 1, ECG
Pulse Artifact, R, 1209460, 1, ECG
Pulse Artifact, R, 1209712, 1, ECG
Pulse Artifact, R, 1209973, 1, ECG
Pulse Artifact, R, 1210226, 1, ECG
Pulse Artifact, R, 1210459, 1, ECG
Pulse Artifact, R, 1210715, 1, ECG
Pulse Artifact, R, 1211201, 1, ECG
Pulse Artifact, R, 1211454, 1, ECG
Pulse Artifact, R, 1211685, 1, ECG
Pulse Artifact, R, 1211953, 1, ECG
Pulse Artifact, R, 1212208, 1, ECG
Pulse Artifact, R, 1212456, 1, ECG
Pulse Artifact, R, 1212687, 1, ECG
Pulse Artifact, R, 1212925, 1, ECG
Pulse Artifact, R, 1213192, 1, ECG
Pulse Artifact, R, 1213657, 1, ECG
Pulse Artifact, R, 1213913, 1, ECG
Pulse Artifact, R, 1214155, 1, ECG
Pulse Artifact, R, 1214395, 1, ECG
Pulse Artifact, R, 1214620, 1, ECG
Pulse Artifact, R, 1214852, 1, ECG
Pulse Artifact, R, 1215123, 1, ECG
Pulse Artifact, R, 1215374, 1, ECG
Pulse Artifact, R, 1215605, 1, ECG
Pulse Artifact, R, 1215855, 1, ECG
Pulse Artifact, R, 1216347, 1, ECG
Pulse Artifact, R, 1216605, 1, ECG
Pulse Artifact, R, 1216827, 1, ECG
Pulse Artifact, R, 1217070, 1, ECG
Pulse Artifact, R, 1217326, 1, ECG
Pulse Artifact, R, 1217586, 1, ECG
Pulse Artifact, R, 1217811, 1, ECG
Pulse Artifact, R, 1218059, 1, ECG
Pulse Artifact, R, 1218549, 1, ECG
Pulse Artifact, R, 1218810, 1, ECG
Pulse Artifact, R, 1219034, 1, ECG
Pulse Artifact, R, 1219276, 1, ECG
Pulse Artifact, R, 1219528, 1, ECG
Pulse Artifact, R, 1219780, 1, ECG
Pulse Artifact, R, 1220001, 1, ECG
Pulse Artifact, R, 1220238, 1, ECG
Pulse Artifact, R, 1220515, 1, ECG
Pulse Artifact, R, 1220984, 1, ECG
Pulse Artifact, R, 1221237, 1, ECG
Pulse Artifact, R, 1221485, 1, ECG
Pulse Artifact, R, 1221759, 1, ECG
Pulse Artifact, R, 1222011, 1, ECG
Pulse Artifact, R, 1222247, 1, ECG
Pulse Artifact, R, 1222495, 1, ECG
Pulse Artifact, R, 1222986, 1, ECG
Pulse Artifact, R, 1223234, 1, ECG
Pulse Artifact, R, 1223474, 1, ECG
Pulse Artifact, R, 1223742, 1, ECG
Pulse Artifact, R, 1223995, 1, ECG
Pulse Artifact, R, 1224200, 1, ECG
Pulse Artifact, R, 1224411, 1, ECG
Pulse Artifact, R, 1224650, 1, ECG
Pulse Artifact, R, 1224908, 1, ECG
Pulse Artifact, R, 1225131, 1, ECG
Pulse Artifact, R, 1225393, 1, ECG
Pulse Artifact, R, 1225863, 1, ECG
Pulse Artifact, R, 1226112, 1, ECG
Pulse Artifact, R, 1226384, 1, ECG
Pulse Artifact, R, 1226870, 1, ECG
Pulse Artifact, R, 1227109, 1, ECG
Pulse Artifact, R, 1227356, 1, ECG
Pulse Artifact, R, 1227622, 1, ECG
Pulse Artifact, R, 1227871, 1, ECG
Pulse Artifact, R, 1228106, 1, ECG
Pulse Artifact, R, 1228347, 1, ECG
Pulse Artifact, R, 1228838, 1, ECG
Pulse Artifact, R, 1229306, 1, ECG
Pulse Artifact, R, 1229755, 1, ECG
Pulse Artifact, R, 1230182, 1, ECG
Pulse Artifact, R, 1230405, 1, ECG
Pulse Artifact, R, 1230643, 1, ECG
Pulse Artifact, R, 1230897, 1, ECG
Pulse Artifact, R, 1231115, 1, ECG
Pulse Artifact, R, 1231355, 1, ECG
Pulse Artifact, R, 1231787, 1, ECG
Pulse Artifact, R, 1232057, 1, ECG
Pulse Artifact, R, 1232282, 1, ECG
Pulse Artifact, R, 1232542, 1, ECG
Pulse Artifact, R, 1232822, 1, ECG
Pulse Artifact, R, 1233067, 1, ECG
Pulse Artifact, R, 1233286, 1, ECG
Pulse Artifact, R, 1233504, 1, ECG
Pulse Artifact, R, 1233932, 1, ECG
Pulse Artifact, R, 1234177, 1, ECG
Pulse Artifact, R, 1234398, 1, ECG
Pulse Artifact, R, 1234626, 1, ECG
Pulse Artifact, R, 1234893, 1, ECG
Pulse Artifact, R, 1235155, 1, ECG
Pulse Artifact, R, 1235379, 1, ECG
Pulse Artifact, R, 1235646, 1, ECG
Pulse Artifact, R, 1236095, 1, ECG
Pulse Artifact, R, 1236340, 1, ECG
Pulse Artifact, R, 1236561, 1, ECG
Pulse Artifact, R, 1236805, 1, ECG
Pulse Artifact, R, 1237029, 1, ECG
Pulse Artifact, R, 1237248, 1, ECG
Pulse Artifact, R, 1237471, 1, ECG
Pulse Artifact, R, 1237698, 1, ECG
Pulse Artifact, R, 1237948, 1, ECG
Pulse Artifact, R, 1238185, 1, ECG
Pulse Artifact, R, 1238421, 1, ECG
Pulse Artifact, R, 1238761, 1, ECG
Pulse Artifact, R, 1239073, 1, ECG
Pulse Artifact, R, 1239309, 1, ECG
Pulse Artifact, R, 1239551, 1, ECG
Pulse Artifact, R, 1239801, 1, ECG
Pulse Artifact, R, 1240067, 1, ECG
Pulse Artifact, R, 1240297, 1, ECG
Pulse Artifact, R, 1240555, 1, ECG
Pulse Artifact, R, 1241046, 1, ECG
Pulse Artifact, R, 1241292, 1, ECG
Pulse Artifact, R, 1241518, 1, ECG
Pulse Artifact, R, 1241766, 1, ECG
Pulse Artifact, R, 1242009, 1, ECG
Pulse Artifact, R, 1242255, 1, ECG
Pulse Artifact, R, 1242474, 1, ECG
Pulse Artifact, R, 1242725, 1, ECG
Pulse Artifact, R, 1242966, 1, ECG
Pulse Artifact, R, 1243208, 1, ECG
Pulse Artifact, R, 1243434, 1, ECG
Pulse Artifact, R, 1243678, 1, ECG
Pulse Artifact, R, 1243945, 1, ECG
Pulse Artifact, R, 1244198, 1, ECG
Pulse Artifact, R, 1244439, 1, ECG
Pulse Artifact, R, 1244668, 1, ECG
Pulse Artifact, R, 1244933, 1, ECG
Pulse Artifact, R, 1245406, 1, ECG
Pulse Artifact, R, 1245653, 1, ECG
Pulse Artifact, R, 1245899, 1, ECG
Pulse Artifact, R, 1246167, 1, ECG
Pulse Artifact, R, 1246382, 1, ECG
Pulse Artifact, R, 1246614, 1, ECG
Pulse Artifact, R, 1247113, 1, ECG
Pulse Artifact, R, 1247360, 1, ECG
Pulse Artifact, R, 1247581, 1, ECG
Pulse Artifact, R, 1247829, 1, ECG
Pulse Artifact, R, 1248096, 1, ECG
Pulse Artifact, R, 1248349, 1, ECG
Pulse Artifact, R, 1248577, 1, ECG
Pulse Artifact, R, 1248828, 1, ECG
Pulse Artifact, R, 1249307, 1, ECG
Pulse Artifact, R, 1249556, 1, ECG
Pulse Artifact, R, 1249784, 1, ECG
Pulse Artifact, R, 1250030, 1, ECG
Pulse Artifact, R, 1250281, 1, ECG
Pulse Artifact, R, 1250508, 1, ECG
Pulse Artifact, R, 1250732, 1, ECG
Pulse Artifact, R, 1250990, 1, ECG
Pulse Artifact, R, 1251246, 1, ECG
Pulse Artifact, R, 1251499, 1, ECG
Pulse Artifact, R, 1251722, 1, ECG
Pulse Artifact, R, 1251971, 1, ECG
Pulse Artifact, R, 1252230, 1, ECG
Pulse Artifact, R, 1252479, 1, ECG
Pulse Artifact, R, 1252698, 1, ECG
Pulse Artifact, R, 1252920, 1, ECG
Pulse Artifact, R, 1253180, 1, ECG
Pulse Artifact, R, 1253437, 1, ECG
Pulse Artifact, R, 1253658, 1, ECG
Pulse Artifact, R, 1253902, 1, ECG
Pulse Artifact, R, 1254155, 1, ECG
Pulse Artifact, R, 1254399, 1, ECG
Pulse Artifact, R, 1254624, 1, ECG
Pulse Artifact, R, 1254871, 1, ECG
Pulse Artifact, R, 1255132, 1, ECG
Pulse Artifact, R, 1255375, 1, ECG
Pulse Artifact, R, 1255617, 1, ECG
Pulse Artifact, R, 1255839, 1, ECG
Pulse Artifact, R, 1256097, 1, ECG
Pulse Artifact, R, 1256362, 1, ECG
Pulse Artifact, R, 1256815, 1, ECG
Pulse Artifact, R, 1257059, 1, ECG
Pulse Artifact, R, 1257300, 1, ECG
Pulse Artifact, R, 1257535, 1, ECG
Pulse Artifact, R, 1257764, 1, ECG
Pulse Artifact, R, 1258270, 1, ECG
Pulse Artifact, R, 1258531, 1, ECG
Pulse Artifact, R, 1258758, 1, ECG
Pulse Artifact, R, 1259043, 1, ECG
Pulse Artifact, R, 1259521, 1, ECG
Pulse Artifact, R, 1259757, 1, ECG
Pulse Artifact, R, 1260006, 1, ECG
Pulse Artifact, R, 1260279, 1, ECG
Pulse Artifact, R, 1260512, 1, ECG
Pulse Artifact, R, 1260985, 1, ECG
Pulse Artifact, R, 1261267, 1, ECG
Pulse Artifact, R, 1261500, 1, ECG
Pulse Artifact, R, 1261749, 1, ECG
Pulse Artifact, R, 1262234, 1, ECG
Pulse Artifact, R, 1262480, 1, ECG
Pulse Artifact, R, 1262705, 1, ECG
Pulse Artifact, R, 1262956, 1, ECG
Pulse Artifact, R, 1263219, 1, ECG
Pulse Artifact, R, 1263464, 1, ECG
Pulse Artifact, R, 1263687, 1, ECG
Pulse Artifact, R, 1263941, 1, ECG
Pulse Artifact, R, 1264199, 1, ECG
Pulse Artifact, R, 1264450, 1, ECG
Pulse Artifact, R, 1264677, 1, ECG
Pulse Artifact, R, 1264935, 1, ECG
Pulse Artifact, R, 1265419, 1, ECG
Pulse Artifact, R, 1265659, 1, ECG
Pulse Artifact, R, 1265888, 1, ECG
Pulse Artifact, R, 1266129, 1, ECG
Pulse Artifact, R, 1266343, 1, ECG
Pulse Artifact, R, 1266561, 1, ECG
Pulse Artifact, R, 1266858, 1, ECG
Pulse Artifact, R, 1267293, 1, ECG
Pulse Artifact, R, 1267540, 1, ECG
Pulse Artifact, R, 1267795, 1, ECG
Pulse Artifact, R, 1268067, 1, ECG
Pulse Artifact, R, 1268297, 1, ECG
Pulse Artifact, R, 1268515, 1, ECG
Pulse Artifact, R, 1268766, 1, ECG
Pulse Artifact, R, 1269209, 1, ECG
Pulse Artifact, R, 1269457, 1, ECG
Pulse Artifact, R, 1269668, 1, ECG
Pulse Artifact, R, 1269967, 1, ECG
Pulse Artifact, R, 1270241, 1, ECG
Pulse Artifact, R, 1270468, 1, ECG
Pulse Artifact, R, 1270719, 1, ECG
Pulse Artifact, R, 1271004, 1, ECG
Pulse Artifact, R, 1271268, 1, ECG
Pulse Artifact, R, 1271491, 1, ECG
Pulse Artifact, R, 1271731, 1, ECG
Pulse Artifact, R, 1272176, 1, ECG
Pulse Artifact, R, 1272423, 1, ECG
Pulse Artifact, R, 1272642, 1, ECG
Pulse Artifact, R, 1272915, 1, ECG
Pulse Artifact, R, 1273176, 1, ECG
Pulse Artifact, R, 1273402, 1, ECG
Pulse Artifact, R, 1273612, 1, ECG
Pulse Artifact, R, 1273891, 1, ECG
Pulse Artifact, R, 1274175, 1, ECG
Pulse Artifact, R, 1274413, 1, ECG
Pulse Artifact, R, 1274630, 1, ECG
Pulse Artifact, R, 1274882, 1, ECG
Pulse Artifact, R, 1275146, 1, ECG
Pulse Artifact, R, 1275388, 1, ECG
Pulse Artifact, R, 1275606, 1, ECG
Pulse Artifact, R, 1275847, 1, ECG
Pulse Artifact, R, 1276123, 1, ECG
Pulse Artifact, R, 1276378, 1, ECG
Pulse Artifact, R, 1276593, 1, ECG
Pulse Artifact, R, 1276832, 1, ECG
Pulse Artifact, R, 1277100, 1, ECG
Pulse Artifact, R, 1277351, 1, ECG
Pulse Artifact, R, 1277575, 1, ECG
Pulse Artifact, R, 1277797, 1, ECG
Pulse Artifact, R, 1278088, 1, ECG
Pulse Artifact, R, 1278352, 1, ECG
Pulse Artifact, R, 1278587, 1, ECG
Pulse Artifact, R, 1278831, 1, ECG
Pulse Artifact, R, 1279091, 1, ECG
Pulse Artifact, R, 1279334, 1, ECG
Pulse Artifact, R, 1279554, 1, ECG
Pulse Artifact, R, 1279809, 1, ECG
Pulse Artifact, R, 1280076, 1, ECG
Pulse Artifact, R, 1280312, 1, ECG
Pulse Artifact, R, 1280530, 1, ECG
Pulse Artifact, R, 1280785, 1, ECG
Pulse Artifact, R, 1281054, 1, ECG
Pulse Artifact, R, 1281288, 1, ECG
Pulse Artifact, R, 1281503, 1, ECG
Pulse Artifact, R, 1281760, 1, ECG
Pulse Artifact, R, 1282017, 1, ECG
Pulse Artifact, R, 1282258, 1, ECG
Pulse Artifact, R, 1282474, 1, ECG
Pulse Artifact, R, 1282713, 1, ECG
Pulse Artifact, R, 1282967, 1, ECG
Pulse Artifact, R, 1283212, 1, ECG
Pulse Artifact, R, 1283434, 1, ECG
Pulse Artifact, R, 1283646, 1, ECG
Pulse Artifact, R, 1283950, 1, ECG
Pulse Artifact, R, 1284228, 1, ECG
Pulse Artifact, R, 1284460, 1, ECG
Pulse Artifact, R, 1284706, 1, ECG
Pulse Artifact, R, 1284970, 1, ECG
Pulse Artifact, R, 1285214, 1, ECG
Pulse Artifact, R, 1285444, 1, ECG
Pulse Artifact, R, 1285714, 1, ECG
Pulse Artifact, R, 1286000, 1, ECG
Pulse Artifact, R, 1286247, 1, ECG
Pulse Artifact, R, 1286472, 1, ECG
Pulse Artifact, R, 1286733, 1, ECG
Pulse Artifact, R, 1286995, 1, ECG
Pulse Artifact, R, 1287401, 1, ECG
Pulse Artifact, R, 1287648, 1, ECG
Pulse Artifact, R, 1287887, 1, ECG
Pulse Artifact, R, 1288127, 1, ECG
Pulse Artifact, R, 1288350, 1, ECG
Pulse Artifact, R, 1288574, 1, ECG
Pulse Artifact, R, 1288872, 1, ECG
Pulse Artifact, R, 1289148, 1, ECG
Pulse Artifact, R, 1289376, 1, ECG
Pulse Artifact, R, 1289629, 1, ECG
Pulse Artifact, R, 1289891, 1, ECG
Pulse Artifact, R, 1290148, 1, ECG
Pulse Artifact, R, 1290361, 1, ECG
Pulse Artifact, R, 1290610, 1, ECG
Pulse Artifact, R, 1290872, 1, ECG
Pulse Artifact, R, 1291120, 1, ECG
Pulse Artifact, R, 1291350, 1, ECG
Pulse Artifact, R, 1291565, 1, ECG
Pulse Artifact, R, 1291812, 1, ECG
Pulse Artifact, R, 1292065, 1, ECG
Pulse Artifact, R, 1292286, 1, ECG
Pulse Artifact, R, 1292510, 1, ECG
Pulse Artifact, R, 1292956, 1, ECG
Pulse Artifact, R, 1293210, 1, ECG
Pulse Artifact, R, 1293433, 1, ECG
Pulse Artifact, R, 1293714, 1, ECG
Pulse Artifact, R, 1293969, 1, ECG
Pulse Artifact, R, 1294188, 1, ECG
Pulse Artifact, R, 1294452, 1, ECG
Pulse Artifact, R, 1294737, 1, ECG
Pulse Artifact, R, 1294992, 1, ECG
Pulse Artifact, R, 1295220, 1, ECG
Pulse Artifact, R, 1295455, 1, ECG
Pulse Artifact, R, 1295893, 1, ECG
Pulse Artifact, R, 1296154, 1, ECG
Pulse Artifact, R, 1296377, 1, ECG
Pulse Artifact, R, 1296625, 1, ECG
Pulse Artifact, R, 1296889, 1, ECG
Pulse Artifact, R, 1297144, 1, ECG
Pulse Artifact, R, 1297376, 1, ECG
Pulse Artifact, R, 1297603, 1, ECG
Pulse Artifact, R, 1297867, 1, ECG
Pulse Artifact, R, 1298132, 1, ECG
Pulse Artifact, R, 1298363, 1, ECG
Pulse Artifact, R, 1298590, 1, ECG
Pulse Artifact, R, 1299030, 1, ECG
Pulse Artifact, R, 1299267, 1, ECG
Pulse Artifact, R, 1299492, 1, ECG
Pulse Artifact, R, 1299762, 1, ECG
Pulse Artifact, R, 1300009, 1, ECG
Pulse Artifact, R, 1300229, 1, ECG
Pulse Artifact, R, 1300451, 1, ECG
Pulse Artifact, R, 1300747, 1, ECG
Pulse Artifact, R, 1301028, 1, ECG
Pulse Artifact, R, 1301278, 1, ECG
Pulse Artifact, R, 1301515, 1, ECG
Pulse Artifact, R, 1301789, 1, ECG
Pulse Artifact, R, 1302058, 1, ECG
Pulse Artifact, R, 1302301, 1, ECG
Pulse Artifact, R, 1302536, 1, ECG
Pulse Artifact, R, 1302799, 1, ECG
Pulse Artifact, R, 1303064, 1, ECG
Pulse Artifact, R, 1303312, 1, ECG
Pulse Artifact, R, 1303543, 1, ECG
